name,description,category,min_max_version,max_max_version,inlets,outlets,is_ui_object,is_deprecated,recommended_alternative
live.grid,ステップシーケンサーグリッド。ライブスタイルのシーケンシングインターフェース,ui/sequencing,6.0,8.5,1,1,TRUE,FALSE,NULL
live.remote,Liveパラメータ遠隔制御。Liveパラメータへのアクセスとマッピング,max4live,6.0,8.5,2,1,FALSE,FALSE,NULL
live.path,Liveオブジェクトパス指定。LiveオブジェクトAPIパス,max4live,6.0,8.5,1,1,FALSE,FALSE,NULL
mira.multitouch,Miraタッチイベント受信。モバイルアプリとの連携用タッチインターフェース,mira/ui,6.5,8.5,1,1,FALSE,FALSE,NULL
mira.frame,Mira表示枠。モバイルアプリに表示するUIの枠組み,mira/ui,6.5,8.5,1,0,TRUE,FALSE,NULL
mira.motion,Miraモーションセンサー。モバイルデバイスのセンサーデータ取得,mira/sensors,6.5,8.5,1,5,FALSE,FALSE,NULL
udpreceive,UDPデータ受信。ネットワーク通信用受信オブジェクト,network/udp,4.0,8.5,1,1,FALSE,FALSE,NULL
udpsend,UDPデータ送信。ネットワーク通信用送信オブジェクト,network/udp,4.0,8.5,2,0,FALSE,FALSE,NULL
tcp,TCPソケット通信。低レイテンシーストリーミング通信,network/tcp,4.0,8.5,2,2,FALSE,FALSE,NULL
http,HTTPリクエスト送信。ウェブAPIアクセス,network/web,6.0,8.5,1,1,FALSE,FALSE,NULL
midiout,MIDI出力。MIDIデバイスへの送信,midi/io,4.0,8.5,1,0,FALSE,FALSE,NULL
midiin,MIDI入力。MIDIデバイスからの受信,midi/io,4.0,8.5,1,1,FALSE,FALSE,NULL
makenote,MIDIノート生成。指定時間後にnoteoffを送信,midi/utilities,4.0,8.5,3,2,FALSE,FALSE,NULL
noteout,MIDIノート送信。ノート番号と速度に基づく送信,midi/io,4.0,8.5,3,0,FALSE,FALSE,NULL
stripnote,MIDIノートオフフィルタリング。noteoffメッセージの除去,midi/utilities,4.0,8.5,2,2,FALSE,FALSE,NULL
midiformat,MIDIメッセージフォーマット。バイトデータへの変換,midi/conversion,4.0,8.5,3,1,FALSE,FALSE,NULL
midiparse,MIDIメッセージ解析。バイトデータからメッセージ抽出,midi/conversion,4.0,8.5,1,4,FALSE,FALSE,NULL
nrpnout,NRPNメッセージ送信。非登録パラメータ番号送信,midi/control,4.0,8.5,3,0,FALSE,FALSE,NULL
transport,トランスポートコントロール。再生・停止・テンポ管理,timing/transport,4.0,8.5,1,6,FALSE,FALSE,NULL
translate,座標系変換。異なる座標空間間の変換,math/coord,4.0,8.5,1,1,FALSE,FALSE,NULL
zmap,数値マッピング。範囲間のリニア変換,math/mapping,4.0,8.5,5,1,FALSE,FALSE,NULL
minimum,最小値検出。複数入力から最小値を出力,math/comparison,4.0,8.5,9,1,FALSE,FALSE,NULL
maximum,最大値検出。複数入力から最大値を出力,math/comparison,4.0,8.5,9,1,FALSE,FALSE,NULL
scale,値のリニアスケーリング。入力範囲を出力範囲に変換,math/mapping,4.0,8.5,5,1,FALSE,FALSE,NULL
split,数値範囲分割。範囲内外の振り分け,math/comparison,4.0,8.5,3,2,FALSE,FALSE,NULL
accum,累積加算。増分値の積算,math/counting,4.0,8.5,2,1,FALSE,FALSE,NULL
modifiers,キーボードモディファイア検出。Shift・Alt・Controlキー状態,ui/keyboard,4.0,8.5,1,1,FALSE,FALSE,NULL
key,キーボード入力検出。キー押下検出,ui/keyboard,4.0,8.5,1,1,FALSE,FALSE,NULL
mousestate,マウス状態取得。座標とボタン状態の取得,ui/mouse,4.0,8.5,1,3,FALSE,FALSE,NULL
hid,HIDデバイス入力。ゲームコントローラー等の入力デバイス,ui/hardware,5.0,8.5,1,2,FALSE,FALSE,NULL
serial,シリアルポート通信。Arduino等との通信,hardware/serial,4.0,8.5,1,1,FALSE,FALSE,NULL
regexp,正規表現検索。パターンマッチと抽出,text/regex,5.0,8.5,2,5,FALSE,FALSE,NULL
sprintf,フォーマット文字列生成。テンプレートテキスト生成,text/formatting,4.0,8.5,9,1,FALSE,FALSE,NULL
tosymbol,シンボル変換。データをシンボル型に変換,conversion,4.0,8.5,1,1,FALSE,FALSE,NULL
fromsymbol,シンボル分解。シンボルをデータに変換,conversion,4.0,8.5,1,1,FALSE,FALSE,NULL
itoa,整数を文字列に変換。数値の文字列表現,conversion,4.0,8.5,1,1,FALSE,FALSE,NULL
atoi,文字列を整数に変換。文字列の数値解析,conversion,4.0,8.5,1,1,FALSE,FALSE,NULL
seq,MIDIシーケンサー。ノートシーケンスの記録と再生,midi/sequencing,4.0,8.5,1,2,FALSE,FALSE,NULL
qlist,コマンドシーケンス実行。時間付きメッセージ列の再生,sequencing,4.0,8.5,1,2,FALSE,FALSE,NULL
funbuff,関数バッファ。キーと値のペアを保存,data,4.0,8.5,2,2,FALSE,FALSE,NULL
table,配列データ保存。インデックス付きの数値配列,data,4.0,8.5,2,2,FALSE,FALSE,NULL
jit.repos,マトリックス要素の並べ替え。データ構造の再配置,jitter/structure,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.matrix+,マトリックス加算。行列要素同士の加算,jitter/math,5.0,8.5,2,1,FALSE,FALSE,NULL
jit.matrix-,マトリックス減算。行列要素同士の減算,jitter/math,5.0,8.5,2,1,FALSE,FALSE,NULL
jit.matrixinfo,マトリックス情報取得。次元やプレーン数の照会,jitter/info,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.submatrix,部分マトリックス抽出。マトリックスのサブセット取得,jitter/structure,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.wake,渦巻きパターン生成。流体力学的な渦パターン,jitter/gen,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.slide,値の滑らかな変化。マトリックス要素の遷移を平滑化,jitter/filter,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.fluoride,偽似流体力学。流体シミュレーション風のエフェクト,jitter/physics,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.conway,セルオートマトン。ライフゲームの実装,jitter/cellular,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.histogram,ヒストグラム作成。値の分布可視化,jitter/analysis,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.gradient,グラデーション生成。色や値の滑らかな変化,jitter/gen,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.scissors,マトリックス分割。画像やデータの分割処理,jitter/structure,5.0,8.5,1,4,FALSE,FALSE,NULL
jit.turtle,タートルグラフィックス。LSystemパターン描画,jitter/graphics,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.poke~,オーディオレートでマトリックス書き込み。リアルタイムデータ操作,jitter/audio,5.0,8.5,3,0,FALSE,FALSE,NULL
jit.peek~,オーディオレートでマトリックス読み込み。リアルタイムデータ参照,jitter/audio,5.0,8.5,2,1,FALSE,FALSE,NULL
jit.expr,式ベースマトリックス処理。数式によるマトリックス要素計算,jitter/math,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.hatch,ハッチングパターン生成。線描パターン生成,jitter/gen,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.pack,プレーン結合。複数のマトリックスをプレーン結合,jitter/structure,5.0,8.5,4,1,FALSE,FALSE,NULL
jit.unpack,プレーン分離。複数プレーンを個別マトリックスに分離,jitter/structure,5.0,8.5,1,4,FALSE,FALSE,NULL
jit.qball,3Dトラックボール。3D回転コントロール,jitter/ui,5.0,8.5,1,1,TRUE,FALSE,NULL
jit.rubix,ルービックキューブ。3Dパズルシミュレーション,jitter/gl/example,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.cube,立方体。3D立方体オブジェクト,jitter/gl/shape,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.sphere,球体。3D球体オブジェクト,jitter/gl/shape,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.cone,円錐。3D円錐オブジェクト,jitter/gl/shape,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.cylinder,円柱。3D円柱オブジェクト,jitter/gl/shape,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.handle,3D操作ハンドル。オブジェクト変形用UIハンドル,jitter/gl/ui,5.0,8.5,1,1,TRUE,FALSE,NULL
jit.gl.hdr,HDRレンダリング。高ダイナミックレンジ画像処理,jitter/gl/render,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.graph,グラフ表示。3D空間でのデータ可視化,jitter/gl/visualization,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.nurbs,NURBSサーフェス。スプライン曲面,jitter/gl/shape,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.brain,脳波データ可視化。EEGデータの3D表示,jitter/gl/visualization,6.0,8.5,1,1,FALSE,FALSE,NULL
cv.jit.centroids,重心検出。ビデオ内のブロブの中心点検出,cv.jit/analysis,6.0,8.5,1,2,FALSE,FALSE,NULL
cv.jit.blobs.moments,ブロブモーメント解析。形状特性の計算,cv.jit/analysis,6.0,8.5,1,3,FALSE,FALSE,NULL
cv.jit.face.tracking,顔トラッキング。ビデオ内の顔検出と追跡,cv.jit/tracking,7.0,8.5,1,3,FALSE,FALSE,NULL
cv.jit.optical.flow,オプティカルフロー。動きベクトル検出,cv.jit/tracking,6.0,8.5,1,1,FALSE,FALSE,NULL
cv.jit.contours,輪郭検出。エッジ検出と輪郭抽出,cv.jit/analysis,6.0,8.5,1,2,FALSE,FALSE,NULL
cv.jit.track,オブジェクトトラッキング。特定領域の動き追跡,cv.jit/tracking,6.0,8.5,1,3,FALSE,FALSE,NULL
cv.jit.orientation,方向検出。物体の向きの推定,cv.jit/analysis,6.0,8.5,1,2,FALSE,FALSE,NULL
cv.jit.features,特徴点検出。画像内の顕著な特徴点抽出,cv.jit/analysis,6.0,8.5,1,2,FALSE,FALSE,NULL
cv.jit.touches,タッチポイント検出。マルチタッチ検出,cv.jit/tracking,7.0,8.5,1,3,FALSE,FALSE,NULL
cv.jit.keypoints,キーポイント検出。特徴点の検出と追跡,cv.jit/tracking,7.0,8.5,1,2,FALSE,FALSE,NULL
mlmat.regression,機械学習回帰。数値予測モデル,mlmat/ml,8.0,8.5,1,2,FALSE,FALSE,NULL
mlmat.classify,機械学習分類。カテゴリー予測モデル,mlmat/ml,8.0,8.5,1,2,FALSE,FALSE,NULL
mlmat.pca,主成分分析。次元圧縮と特徴抽出,mlmat/statistics,8.0,8.5,1,2,FALSE,FALSE,NULL
mlmat.som,自己組織化マップ。教師なし学習と視覚化,mlmat/ml,8.0,8.5,1,2,FALSE,FALSE,NULL
mlmat.load,機械学習モデルロード。保存済みモデル読み込み,mlmat/utilities,8.0,8.5,1,1,FALSE,FALSE,NULL
mlmat.save,機械学習モデル保存。トレーニング済みモデル保存,mlmat/utilities,8.0,8.5,1,0,FALSE,FALSE,NULL
fluid.kmeans~,k平均クラスタリング。データの自動グループ化,ml.lib/ml,8.0,8.5,1,2,FALSE,FALSE,NULL
fluid.spectralshape~,スペクトル形状解析。音声特性の抽出,ml.lib/analysis,8.0,8.5,1,7,FALSE,FALSE,NULL
fluid.bufcompose~,バッファ合成。複数バッファからデータ構築,ml.lib/buffer,8.0,8.5,3,1,FALSE,FALSE,NULL
fluid.plotter~,データプロット。分析結果の可視化,ml.lib/visualization,8.0,8.5,3,0,TRUE,FALSE,NULL
fluid.pitch~,ピッチ検出。音声の基本周波数推定,ml.lib/analysis,8.0,8.5,1,2,FALSE,FALSE,NULL
fluid.loudness~,ラウドネス測定。知覚的音量の測定,ml.lib/analysis,8.0,8.5,1,2,FALSE,FALSE,NULL
fluid.transients~,トランジェント検出。急激な音量変化の検出,ml.lib/analysis,8.0,8.5,1,2,FALSE,FALSE,NULL
mubu.knn,K近傍法。類似データポイントの検索,mubu/ml,7.0,8.5,1,1,FALSE,FALSE,NULL
mubu.hhmm,階層的隠れマルコフモデル。時系列パターン認識,mubu/ml,7.0,8.5,1,2,FALSE,FALSE,NULL
mubu.concat,連結合成。類似セグメントによる再合成,mubu/synthesis,7.0,8.5,2,1,FALSE,FALSE,NULL
mubu.scatter,散布図。多次元データの2D可視化,mubu/visualization,7.0,8.5,1,0,TRUE,FALSE,NULL
mubu.gmm,混合ガウスモデル。確率密度推定,mubu/ml,7.0,8.5,1,2,FALSE,FALSE,NULL
bach.sieve,篩演算。数列生成の数学的手法,bach/math,6.0,8.5,1,1,FALSE,FALSE,NULL
bach.nth,N番目要素抽出。リストからの要素アクセス,bach/list,6.0,8.5,2,1,FALSE,FALSE,NULL
bach.transcribe,音楽転写。オーディオからの楽譜生成,bach/analysis,6.0,8.5,1,1,FALSE,FALSE,NULL
bach.quantize,音楽的量子化。タイミングの整列,bach/rhythm,6.0,8.5,1,1,FALSE,FALSE,NULL
bach.mirror,音楽的ミラーリング。音程や時間の反転,bach/transform,6.0,8.5,2,1,FALSE,FALSE,NULL
bach.constraints,制約解決。音楽的制約の適用と解決,bach/composition,6.0,8.5,2,1,FALSE,FALSE,NULL
jit.fft,2D高速フーリエ変換。空間周波数への変換,jitter/spectral,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.ifft,2D逆高速フーリエ変換。周波数から空間への変換,jitter/spectral,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.alphablend,アルファブレンディング。透明度に基づく合成,jitter/compositing,5.0,8.5,2,1,FALSE,FALSE,NULL
jit.rgb2hsl,RGB→HSL変換。色空間変換,jitter/color,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.hsl2rgb,HSL→RGB変換。色空間変換,jitter/color,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.rgb2luma,RGB→輝度変換。グレースケール変換,jitter/color,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.scalebias,スケールとバイアス。値の範囲調整,jitter/math,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.shader.extract,シェーダーからデータ抽出。ピクセル情報の取得,jitter/gl/data,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.curvesurf,パラメトリック曲面。数式ベースの曲面生成,jitter/gl/shape,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.fence,フェンス形状。格子状の3Dオブジェクト,jitter/gl/shape,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.gridshape,グリッド状プリミティブ。基本的な3D形状の格子,jitter/gl/shape,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.handle,トランスフォームハンドル。3D空間での操作UI,jitter/gl/ui,5.0,8.5,1,1,TRUE,FALSE,NULL
jit.gl.sketch,スケッチインターフェース。OpenGLでの描画UI,jitter/gl/ui,5.0,8.5,1,1,TRUE,FALSE,NULL
jit.gl.path,3Dパス描画。曲線の描画,jitter/gl/drawing,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.normal,法線計算。3Dメッシュの法線ベクトル生成,jitter/gl/data,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.lua,Luaスクリプト実行。OpenGLコンテキスト内でのスクリプト,jitter/gl/scripting,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.syphonclient,Syphonクライアント。アプリ間テクスチャ共有,jitter/gl/interop,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.gl.syphonserver,Syphonサーバー。アプリ間テクスチャ提供,jitter/gl/interop,6.0,8.5,1,0,FALSE,FALSE,NULL
jit.gen.quant,数値量子化。連続値の離散化,jitter/gen,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.phys.ghost,物理的ゴースト。物理シミュレーション内の不可視対象,jitter/physics,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.phys.hinge,ヒンジ結合。物理オブジェクト間の回転接続,jitter/physics,6.0,8.5,2,1,FALSE,FALSE,NULL
jit.phys.picker,物理オブジェクト選択。物理世界での対象選択,jitter/physics/ui,6.0,8.5,1,2,FALSE,FALSE,NULL
jit.gl.graph,グラフ描画。3D空間でのデータ可視化,jitter/gl/visualization,6.0,8.5,1,1,FALSE,FALSE,NULL
jit.keyscreen,クロマキー。色に基づく透明化処理,jitter/keying,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.eclipse,円形マスク。円形の透明化パターン,jitter/mask,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.force,力場シミュレーション。パーティクルへの力の作用,jitter/physics,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.flow,オプティカルフロー。動きベクトル計算,jitter/analysis,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.map,座標マッピング。テクスチャ座標の変換,jitter/mapping,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.str.fromsymbol,シンボルから文字列変換。シンボルデータの分解,jitter/string,5.0,8.5,1,1,FALSE,FALSE,NULL
jit.str.tosymbol,文字列からシンボル変換。文字列データの結合,jitter/string,5.0,8.5,1,1,FALSE,FALSE,NULL
rtcmix~,RTCMix音楽言語。スコアベースの音楽生成,audio/synthesis,6.0,8.5,1,2,FALSE,FALSE,NULL
sinusoids~,正弦波加算合成。倍音構造の音響合成,audio/synthesis,5.0,8.5,3,1,FALSE,FALSE,NULL
resonators~,共鳴モデル。物理的共鳴の模擬,audio/physical,5.0,8.5,2,1,FALSE,FALSE,NULL
sigmund~,ピッチ・振幅追跡。基本周波数検出,audio/analysis,5.0,8.5,1,4,FALSE,FALSE,NULL
fiddle~,ピッチ検出。音高推定アルゴリズム,audio/analysis,4.0,8.5,1,2,FALSE,FALSE,NULL
phasevocoder~,位相ボコーダー。スペクトル処理ツール,audio/spectral,5.0,8.5,2,1,FALSE,FALSE,NULL
rezer~,再合成。周波数領域での音響加工,audio/spectral,5.0,8.5,1,1,FALSE,FALSE,NULL
buffet~,高度なバッファ操作。複数バッファの管理,audio/buffer,6.0,8.5,1,1,FALSE,FALSE,NULL
ezadc~,イージーオーディオ入力。シンプルなオーディオ取り込み,audio/io,4.0,8.5,0,2,FALSE,FALSE,NULL
ezdac~,イージーオーディオ出力。シンプルなオーディオ出力,audio/io,4.0,8.5,2,0,FALSE,FALSE,NULL
freqtweak~,スペクトル処理。周波数領域でのフィルタリング,audio/spectral,5.0,8.5,1,1,FALSE,FALSE,NULL
gigaverb~,ギガバーブ。高品質なリバーブエフェクト,audio/reverb,5.0,8.5,2,2,FALSE,FALSE,NULL
granubuf~,グラニュラー合成。バッファーからのグレイン生成,audio/granular,6.0,8.5,1,1,FALSE,FALSE,NULL
grainbang~,粒状音源生成。バング駆動のグレイン生成,audio/granular,6.0,8.5,1,1,FALSE,FALSE,NULL
harmonics~,ハーモニクス生成。倍音構造の制御,audio/synthesis,5.0,8.5,2,1,FALSE,FALSE,NULL
morphfilter~,モーフィングフィルター。複数フィルター間の補間,audio/filter,6.0,8.5,2,1,FALSE,FALSE,NULL
peakamp~,ピーク振幅検出。信号の最大振幅測定,audio/analysis,4.0,8.5,1,1,FALSE,FALSE,NULL
zerox~,ゼロクロッシング検出。信号の極性変化検出,audio/analysis,4.0,8.5,1,1,FALSE,FALSE,NULL
sfplay~,サウンドファイル再生。オーディオファイル再生,audio/playback,4.0,8.5,1,2,FALSE,FALSE,NULL
sfrecord~,サウンドファイル録音。オーディオファイル記録,audio/record,4.0,8.5,2,0,FALSE,FALSE,NULL
waveform~,波形表示。オーディオシグナルの波形描画,audio/ui,4.0,8.5,1,0,TRUE,FALSE,NULL
spectroscope~,スペクトル表示。周波数スペクトルの可視化,audio/ui,4.0,8.5,1,0,TRUE,FALSE,NULL
analyzer~,スペクトル解析。FFTベースのスペクトル分析,audio/analysis,5.0,8.5,1,2,FALSE,FALSE,NULL
chucker~,オーディオ断片化。音声シャッフルエフェクト,audio/effects,5.0,8.5,2,1,FALSE,FALSE,NULL
teeth~,歯車波形。非線形波形発生,audio/synthesis,5.0,8.5,1,1,FALSE,FALSE,NULL
tap.shift~,ピッチシフト。音高変更エフェクト,audio/pitch,6.0,8.5,2,1,FALSE,FALSE,NULL
tap.verb~,リバーブエフェクト。残響効果,audio/reverb,6.0,8.5,2,2,FALSE,FALSE,NULL
blotar~,ブローターモデル。物理モデリング楽器,audio/physical,5.0,8.5,1,1,FALSE,FALSE,NULL
bowed~,擦弦楽器モデル。バイオリン系物理モデリング,audio/physical,5.0,8.5,1,1,FALSE,FALSE,NULL
marimba~,マリンバモデル。打楽器物理モデリング,audio/physical,5.0,8.5,1,1,FALSE,FALSE,NULL
sitar~,シタールモデル。弦楽器物理モデリング,audio/physical,5.0,8.5,1,1,FALSE,FALSE,NULL
collision~,衝突モデル。物理的衝突の音響モデル,audio/physical,6.0,8.5,2,1,FALSE,FALSE,NULL
simpwave~,波形表。単純な波形発生器,audio/synthesis,4.0,8.5,2,1,FALSE,FALSE,NULL
partconv~,パーティションコンボリューション。効率的な畳み込み,audio/convolution,6.0,8.5,2,1,FALSE,FALSE,NULL
quadpan~,四方向パンニング。空間的なサウンド配置,audio/spatialization,5.0,8.5,5,4,FALSE,FALSE,NULL
rewire~,ReWire接続。DAWとの同期接続,audio/daw,5.0,8.5,2,2,FALSE,FALSE,NULL
rtout~,リアルタイム出力。同期外オーディオ出力,audio/io,4.0,8.5,1,0,FALSE,FALSE,NULL
rtin~,リアルタイム入力。同期外オーディオ入力,audio/io,4.0,8.5,1,1,FALSE,FALSE,NULL
vectral~,ベクトルシンセシス。ベクトルベースの音響合成,audio/synthesis,6.0,8.5,3,1,FALSE,FALSE,NULL
yafr2~,リバーブ。残響効果,audio/effects,4.0,8.5,2,2,FALSE,FALSE,NULL
allpass~,オールパスフィルター。位相特性のみを変更,audio/filter,4.0,8.5,2,1,FALSE,FALSE,NULL
pong~,信号リミッター。範囲制限とバウンド効果,audio/dynamics,4.0,8.5,3,1,FALSE,FALSE,NULL
sah~,サンプル&ホールド。信号のステップ化,audio/sample,4.0,8.5,2,1,FALSE,FALSE,NULL
lookup~,テーブルルックアップ。波形歪みエフェクト,audio/waveshaping,4.0,8.5,2,1,FALSE,FALSE,NULL
minimum~,最小値選択。複数入力からの最小値選択,audio/utility,4.0,8.5,2,1,FALSE,FALSE,NULL
maximum~,最大値選択。複数入力からの最大値選択,audio/utility,4.0,8.5,2,1,FALSE,FALSE,NULL
feed~,フィードバック回路。自己フィードバック処理,audio/feedback,7.0,8.5,1,1,FALSE,FALSE,NULL
elastic~,エラスティック時間伸縮。タイムストレッチ処理,audio/time,7.0,8.5,1,1,FALSE,FALSE,NULL
meshwarp,メッシュワープ。格子ベースの画像変形,ui/transform,5.0,8.5,1,1,TRUE,FALSE,NULL
nodes,ノードエディター。接続可能なノードUI,ui/patching,6.0,8.5,1,1,TRUE,FALSE,NULL
lh.elasticx,弾性スライダー。物理的挙動のスライダーUI,ui/physics,6.0,8.5,1,1,TRUE,FALSE,NULL
zoomview,ズーム可能ビュー。拡大縮小可能な表示領域,ui/visualization,6.0,8.5,1,1,TRUE,FALSE,NULL
colorwheel,カラーホイール。色選択インターフェース,ui/color,6.0,8.5,1,1,TRUE,FALSE,NULL
colorpicker,カラーピッカー。色選択ダイアログ,ui/color,6.0,8.5,1,1,TRUE,FALSE,NULL
multitoggle,複数トグル。格子状のスイッチ配列,ui/control,4.0,8.5,1,1,TRUE,FALSE,NULL
hslider,水平スライダー。横方向の値調整,ui/control,4.0,8.5,1,1,TRUE,FALSE,NULL
vslider,垂直スライダー。縦方向の値調整,ui/control,4.0,8.5,1,1,TRUE,FALSE,NULL
ubutton,透明ボタン。クリック検出エリア,ui/control,4.0,8.5,1,1,TRUE,FALSE,NULL
pictctrl,画像付きコントロール。カスタム外観のボタン,ui/control,4.0,8.5,1,1,TRUE,FALSE,NULL
lcd,カスタム描画領域。グラフィック描画用キャンバス,ui/drawing,4.0,8.5,1,0,TRUE,TRUE,jit.mgraphics
filtergraph~,フィルター応答グラフ。周波数特性表示,audio/ui,5.0,8.5,1,1,TRUE,FALSE,NULL
ezadc~,イージーオーディオ入力。シンプルなオーディオ入力,audio/io,4.0,8.5,0,2,FALSE,FALSE,NULL
ezdac~,イージーオーディオ出力。シンプルなオーディオ出力,audio/io,4.0,8.5,2,0,FALSE,FALSE,NULL
bcf2000,BCF2000コントローラーインターフェース。MIDIコントローラー連携,controller/midi,5.0,8.5,1,1,FALSE,TRUE,NULL
mikro,Mikro MK2コントローラーインターフェース。NI機器連携,controller/midi,6.0,8.5,1,1,FALSE,FALSE,NULL
o.pack,OSCメッセージパック。OpenSoundControlデータ構築,osc,6.0,8.5,9,1,FALSE,FALSE,NULL
o.route,OSCメッセージルーティング。OSCアドレス振り分け,osc,6.0,8.5,1,9,FALSE,FALSE,NULL
o.display,OSC可視化。OSCメッセージの表示,osc/ui,6.0,8.5,1,0,TRUE,FALSE,NULL
o.compose,OSC構成エディター。OSCメッセージの編集UI,osc/ui,6.0,8.5,1,1,TRUE,FALSE,NULL
xray~,シグナルプローブ。DSPシグナルチェーン監視,audio/debug,6.0,8.5,1,1,FALSE,FALSE,NULL
chebyshape~,チェビシェフ波形整形。非線形波形変換,audio/waveshaping,5.0,8.5,2,1,FALSE,FALSE,NULL
buffir~,バッファベースFIRフィルタ。インパルス応答フィルタリング,audio/filter,5.0,8.5,2,1,FALSE,FALSE,NULL
vocoder~,ボコーダー。声質変換エフェクト,audio/effects,5.0,8.5,2,1,FALSE,FALSE,NULL
dynamicdsp~,動的DSPネットワーク。実行時に変更可能なDSPチェーン,audio/patching,6.0,8.5,1,1,FALSE,FALSE,NULL
sfizz~,SFZ音源プレーヤー。SFZフォーマットのサンプル再生,audio/sampler,7.0,8.5,2,2,FALSE,FALSE,NULL
lores~,ローパスレゾナントフィルター。カットオフと共鳴のコントロール,audio/filter,4.0,8.5,3,1,FALSE,FALSE,NULL
polybuffer~,複数バッファ管理。サンプルコレクション管理,audio/buffer,6.0,8.5,1,1,FALSE,FALSE,NULL
wave~,波形表示。バッファ内容の視覚化,audio/ui,4.0,8.5,1,0,TRUE,FALSE,NULL
adoutput~,オーディオ出力割り当て。柔軟なチャネルルーティング,audio/io,6.0,8.5,16,0,FALSE,FALSE,NULL
adinput~,オーディオ入力割り当て。柔軟なチャネルルーティング,audio/io,6.0,8.5,1,16,FALSE,FALSE,NULL
buffet~,バッファユーティリティー。バッファ操作機能集,audio/buffer,6.0,8.5,1,1,FALSE,FALSE,NULL
concat~,音声連結。バッファからの連続再合成,audio/sampling,6.0,8.5,2,1,FALSE,FALSE,NULL
multiconvolve~,マルチチャンネルコンボリューション。複数IRでの畳み込み,audio/convolution,6.0,8.5,2,2,FALSE,FALSE,NULL
xgroove~,拡張グルーブプレーヤー。高度なバッファ再生,audio/playback,6.0,8.5,2,2,FALSE,FALSE,NULL
dx7~,DX7エミュレーション。FMシンセシス,audio/synthesis,6.0,8.5,2,1,FALSE,FALSE,NULL
adsr~,エンベロープジェネレーター。アタック/ディケイ/サステイン/リリース,audio/envelope,4.0,8.5,5,1,FALSE,FALSE,NULL
function~,マルチポイントエンベロープ。任意形状のエンベロープ,audio/envelope,5.0,8.5,1,1,FALSE,FALSE,NULL
techno~,テクノビートジェネレーター。リズムパターン生成,audio/rhythm,4.0,8.5,1,1,FALSE,FALSE,NULL
bpatcher,パッチャー埋め込み。サブパッチをUIとして埋め込み,ui/patching,4.0,8.5,0,0,TRUE,FALSE,NULL
zplane~,Z平面フィルター設計。ポール/ゼロ配置によるフィルター,audio/filter,6.0,8.5,1,1,FALSE,FALSE,NULL
svoice~,声質変換エンジン。ボーカルプロセッサー,audio/voice,7.0,8.5,2,1,FALSE,FALSE,NULL
vimic~,バーチャルマイク。空間音響シミュレーション,audio/spatial,6.0,8.5,2,8,FALSE,FALSE,NULL
csound~,Csoundエンジン。Csoundコードの実行,audio/external,5.0,8.5,1,2,FALSE,FALSE,NULL
gizmo~,スペクトル処理ユーティリティー。実験的スペクトル加工,audio/spectral,5.0,8.5,1,1,FALSE,FALSE,NULL
globaltransport,グローバルトランスポート。セッション全体のテンポと位置管理,timing/transport,6.0,8.5,9,9,FALSE,FALSE,NULL
